event_id,sta_code,p_polarity,event_id2,origin_lat,origin_lon,origin_depth_km,sr_dist_km,takeoff,azimuth,takeoff_uncertainty,azimuth_uncertainty,source,horz_uncert_km,vert_uncert_km,station_lat,station_lon,station_depth_km,pol_agreement,mech_quality,pol_agreement_weighted
1,GTC.--.EHZ,0.04576,81908840,39.36609,-123.25531,6.763,26.057,84.3103,278.1821,3.3386,0.0,con_p,1.0,1.0,39.39944,-123.55532,-0.369,1,B,0.04576
1,GMR.01.EHZ,-0.00799,81908840,39.36609,-123.25531,6.763,31.699,87.6098,215.2062,2.8484,0.0,con_p,1.0,1.0,39.13317,-123.46788,-0.37,1,B,0.00799
1,GWR.01.EHZ,-0.00987,81908840,39.36609,-123.25531,6.763,18.259,77.8671,192.4507,4.5048,-0.0,con_p,1.0,1.0,39.20575,-123.3011,-0.654,1,B,0.00987
1,BARR.00.HHZ,0.02748,81908840,39.36609,-123.25531,6.763,8.439,57.5062,143.9031,6.7607,-0.0,con_p,1.0,1.0,39.30477,-123.19748,-0.264,1,B,0.02748
1,DCMP.00.HHZ,-9e-05,81908840,39.36609,-123.25531,6.763,13.446,70.8649,328.2985,5.6746,0.0,con_p,1.0,1.0,39.46897,-123.3375,-0.448,1,B,9e-05
1,INGL.00.HHZ,0.01502,81908840,39.36609,-123.25531,6.763,42.183,91.5193,295.429,2.1402,-0.0,con_p,1.0,1.0,39.52898,-123.69844,-0.29,1,B,0.01502
1,79668.10.HNZ,-1e-05,81908840,39.36609,-123.25531,6.763,8.044,56.162,289.8883,6.7472,0.0,con_p,1.0,1.0,39.3907,-123.3433,-0.432,0,B,0.0
1,GTC.--.EHZ,0.02898,81909128,39.36854,-123.2561,6.777,25.951,84.2101,277.608,3.7349,-0.0,con_p,1.0,1.0,39.39944,-123.55532,-0.369,1,B,0.02898
1,HBW.--.DPZ,-0.00019,81909128,39.36854,-123.2561,6.777,65.466,97.9158,150.0292,1.6195,-0.0,con_p,1.0,1.0,38.85853,-122.87569,-0.985,1,B,0.00019
1,GMR.01.EHZ,-0.00525,81909128,39.36854,-123.2561,6.777,31.882,87.6982,214.8242,3.1663,0.0,con_p,1.0,1.0,39.13317,-123.46788,-0.37,1,B,0.00525
1,GNR.01.EHZ,0.00029,81909128,39.36854,-123.2561,6.777,37.549,89.9686,240.2045,2.7196,0.0,con_p,1.0,1.0,39.20074,-123.63514,-0.327,1,B,0.00029
1,GSN.01.EHZ,0.00066,81909128,39.36854,-123.2561,6.777,47.923,93.3997,173.4433,2.0016,-0.0,con_p,1.0,1.0,38.9404,-123.19245,-0.849,0,B,0.0
1,GWR.01.EHZ,-0.01107,81909128,39.36854,-123.2561,6.777,18.511,78.085,192.0636,4.9689,0.0,con_p,1.0,1.0,39.20575,-123.3011,-0.654,1,B,0.01107
